|DATA|ENTREVISTA|ORDEM|LOCUTOR|FALA
265|20/03/1995|Rubens Barrichello|266|Matinas Suzuki Júnior| Por favor, um de cada vez. Anshowinhas.
266|20/03/1995|Rubens Barrichello|267|Paulo Anshowinhas| Em sua auto-análise, quem é o Rubinho Barrichello hoje?
267|20/03/1995|Rubens Barrichello|268|Rubens Barrichello| Quem é o Rubinho Barrichello hoje? Hoje o Rubinho é uma pessoa que tenta ser o mais simples possível, tenta ser o menino que ele foi no passado. Tanto é que eu não gosto de, por exemplo, quando eu vou em algum lugar onde tem muito agito, que tem muitas pessoas que, por exemplo, um segurança tente apartar as pessoas para que saiam da frente. Porque o Rubinho é uma pessoa normal como todo mundo, tem que passar pelas mesmas escadas onde as pessoas passam e tem que ter os mesmos problemas que as pessoas têm. Eu acho que não tem que ter nenhuma diferença. Hoje o Rubinho é uma pessoa que, apesar dos 22 anos, ama o que faz e já, digamos, está no auge de uma categoria que ele gostaria de chegar. Então isso satisfaz completamente e eu sou uma pessoa super feliz.
268|20/03/1995|Rubens Barrichello|269|Matinas Suzuki Júnior| Bom, Rubinho, nós vamos dando  a nossa bandeirada aqui no Roda Viva , mas antes eu gostaria de dizer o seguinte: chegaram mais faxes dizendo que você não é o mais feio, entre eles o da Márcia de Freitas...
269|20/03/1995|Rubens Barrichello|270|Rubens Barrichello| É! A Fabiana começou, achei fantástico!! 
270|20/03/1995|Rubens Barrichello|271|Matinas Suzuki Júnior| E tem um bastante curioso aqui que é o do Sérgio Villa, de Olinda, que diz o seguinte: “Rubinho, você é um gato!”.
271|20/03/1995|Rubens Barrichello|272|[Risos]|
272|20/03/1995|Rubens Barrichello|273|Rubens Barrichello| Aí não, hein? Aí não, olha o dedinho.
273|20/03/1995|Rubens Barrichello|274|[Risos]|
274|20/03/1995|Rubens Barrichello|275|Matinas Suzuki Júnior| E eu gostaria de ler para você um outro fax do Ricardo Schumacher, do setor A de Interlagos, que ele diz o seguinte: “Saiba que um Schumacher torce por você, e que você faça tudo que sabe na corrida em Interlagos”.
275|20/03/1995|Rubens Barrichello|276|Rubens Barrichello| Que legal! Obrigado.
276|20/03/1995|Rubens Barrichello|277|Matinas Suzuki Júnior| Bem, o Roda Viva encerra aqui, tendo entrevistado hoje o Rubinho Barrichello, que nesse domingo será a grande esperança brasileira em Interlagos. Eu gostaria de agradecer a bancada de entrevistadores, a sua atenção e desejar uma boa noite e uma boa semana para todos.
